,year,ws,plot,tree,history,species,sp_cd,dbh_cm,tr_ht_m,comments,treatment,plot_type,azimuth,dis_pl_ctr_m,cr_dam,deg_lean,plotNum,BA,biomass
3671,2013,80,200,2512,1,Loblolly Pine,131,11.6,14.3,,,,,,,,80_200,105.6831769,31.1909067
3672,2013,80,200,2513,1,Loblolly Pine,131,24,22.5,,,,,,,,80_200,452.3893421,216.3431675
3673,2013,80,200,2514,1,Loblolly Pine,131,33.7,24.8,,,,,,,,80_200,891.9688402,528.8129858
3674,2013,80,200,2515,1,Loblolly Pine,131,25.9,22.5,,,,,,,,80_200,526.852942,264.7727174
3675,2013,80,200,2516,1,Loblolly Pine,131,26.2,22.6,,,,,,,,80_200,539.1287153,272.9675995
3677,2013,80,200,2518,2,Loblolly Pine,131,10.3,9.2,,,,,,,,80_200,83.32289115,22.77807502
3683,2013,80,200,2524,1,Loblolly Pine,131,19.8,21.1,,,,,,,,80_200,307.907496,129.652591
3684,2013,80,200,2525,1,Loblolly Pine,131,12.6,16.6,,,,,,,,80_200,124.6898124,38.84876574
3686,2013,80,200,2527,1,Loblolly Pine,131,34.6,25.1,,,,,,,,80_200,940.2472653,566.3083172
3687,2013,80,200,2528,1,Loblolly Pine,131,11,15.8,,,,,,,,80_200,95.03317777,27.09819226
3688,2013,80,200,2529,1,Loblolly Pine,131,10.5,11.6,,,,,,,,80_200,86.59014751,23.96355898
3689,2013,80,200,2530,1,Loblolly Pine,131,10.3,13.1,,,,,,,,80_200,83.32289115,22.77807502
3690,2013,80,200,2531,1,Loblolly Pine,131,32.2,23.3,,,,,,,,80_200,814.3322317,469.6097592
3697,2013,80,200,2538,1,Loblolly Pine,131,44.4,27.1,,,,,,,,80_200,1548.302523,1071.124225
3703,2013,80,200,2544,1,Loblolly Pine,131,23.1,21.4,,,,,,,,80_200,419.096314,195.4545975
3708,2013,80,200,2549,1,Loblolly Pine,131,14.2,17.3,,,,,,,,80_200,158.3676857,53.40621366
3710,2013,80,210,439,1,Loblolly Pine,131,11,8.8,,,,,,,,80_210,95.03317777,27.09819226
3716,2013,80,210,445,1,Loblolly Pine,131,8.3,10.8,,,,,,,,80_210,54.10607948,12.94551912
3717,2013,80,210,446,1,Loblolly Pine,131,19.9,16.4,,,,,,,,80_210,311.0255267,131.4058962
3718,2013,80,210,447,1,Loblolly Pine,131,7.6,16.7,,,,,,,,80_210,45.36459792,10.31239809
3719,2013,80,210,448,1,Loblolly Pine,131,8.4,3.4,,,,,,,,80_210,55.41769441,13.3541806
3723,2013,80,210,452,1,Loblolly Pine,131,29.8,20.5,,,,,,,,80_210,697.464985,383.3408576
3724,2013,80,210,453,1,Loblolly Pine,131,28,16.5,,,,,,,,80_210,615.7521601,325.3483569
3725,2013,80,210,454,1,Loblolly Pine,131,11.2,11.9,,,,,,,,80_210,98.52034562,28.42171838
3726,2013,80,210,455,1,Loblolly Pine,131,27.3,19,,,,,,,,80_210,585.3493972,304.3190694
3739,2013,80,210,468,1,Loblolly Pine,131,8.2,10.7,,,,,,,,80_210,52.81017251,12.54512109
3741,2013,80,210,470,1,Loblolly Pine,131,21,17.8,,,,,,,,80_210,346.3605901,151.6665922
3744,2013,80,210,473,1,Loblolly Pine,131,28.4,18.8,,,,,,,,80_210,633.4707427,337.7457353
3745,2013,80,210,474,1,Loblolly Pine,131,9.1,12.2,,,,,,,,80_210,65.03882191,16.45189601
3752,2013,80,210,481,1,Loblolly Pine,131,14.4,13.8,,,,,,,,80_210,162.8601632,55.43484878
3753,2013,80,210,482,1,Loblolly Pine,131,9.7,14,,,,,,,,80_210,73.89811319,19.44948202
3754,2013,80,210,483,1,Loblolly Pine,131,12.4,15,,,,,,,,80_210,120.7628216,37.23130992
3755,2013,80,210,484,1,Loblolly Pine,131,8.9,14,,,,,,,,80_210,62.21138852,15.52382329
3756,2013,80,210,485,1,Loblolly Pine,131,8.7,10.1,,,,,,,,80_210,59.44678699,14.6304282
3757,2013,80,210,486,1,Loblolly Pine,131,17.6,17.5,,,,,,,,80_210,243.2849351,94.69137489
3759,2013,80,210,488,1,Loblolly Pine,131,12.9,14,,,,,,,,80_210,130.6981084,41.35736112
3762,2013,80,220,92,1,Loblolly Pine,131,17.8,21.1,,,,,,,,80_220,248.8455541,97.59043888
3764,2013,80,220,94,1,Loblolly Pine,131,8.9,7.9,,,,,,,,80_220,62.21138852,15.52382329
3765,2013,80,220,95,1,Loblolly Pine,131,43.7,24.1,,,,,,,,80_220,1499.867019,1029.242692
3767,2013,80,220,97,1,Loblolly Pine,131,26.3,22.5,,,,,,,,80_220,543.2520556,275.7329008
3769,2013,80,220,99,1,Loblolly Pine,131,38.5,24,,,,,,,,80_220,1164.156428,746.0321403
3770,2013,80,220,100,1,Loblolly Pine,131,34.8,23.1,,,,,,,,80_220,951.1485918,574.8425169
3771,2013,80,220,253,1,Loblolly Pine,131,19.4,19.7,,,,,,,,80_220,295.5924528,122.7847515
3777,2013,80,220,259,1,Loblolly Pine,131,19.1,18.7,,,,,,,,80_220,286.521104,117.7853153
3778,2013,80,220,260,1,Loblolly Pine,131,15.8,16.8,,,,,,,,80_220,196.0667975,71.0002703
3782,2013,80,220,264,1,Loblolly Pine,131,22.1,20.1,,,,,,,,80_220,383.596317,173.7512825
3791,2013,80,220,273,1,Loblolly Pine,131,26.9,22.5,,,,,,,,80_220,568.321965,292.6802438
3792,2013,80,220,274,2,Loblolly Pine,131,12.8,15.6,,,,,,,,80_220,128.6796351,40.51009758
3793,2013,80,220,275,1,Loblolly Pine,131,16.4,20.4,,,,,,,,80_220,211.24069,78.42539079
3794,2013,80,220,276,1,Loblolly Pine,131,10.2,13.8,,,,,,,,80_220,81.71282492,22.19973291
3795,2013,80,220,277,1,Loblolly Pine,131,17.5,21.2,,,,,,,,80_220,240.5281875,93.2622558
3798,2013,80,220,280,1,Loblolly Pine,131,17.4,16.5,,,,,,,,80_220,237.787148,91.84668227
3801,2013,80,220,283,1,Loblolly Pine,131,11.2,12.5,,,,,,,,80_220,98.52034562,28.42171838
3806,2013,80,220,288,1,Loblolly Pine,131,12.4,12.6,,,,,,,,80_220,120.7628216,37.23130992
3809,2013,80,220,291,1,Loblolly Pine,131,25.6,22.1,,,,,,,,80_220,514.7185404,256.7287643
3810,2013,80,220,292,1,Loblolly Pine,131,22,21,,,,,,,,80_220,380.1327111,171.6668307
3811,2013,80,230,58,1,Loblolly Pine,131,11.9,14.1,,,,,,,,80_230,111.2202339,33.37657201
3812,2013,80,230,59,1,Loblolly Pine,131,17,13.2,,,,,,,,80_230,226.9800692,86.31888989
3813,2013,80,230,60,1,Loblolly Pine,131,15.5,15.6,,,,,,,,80_230,188.6919088,67.45996325
3814,2013,80,230,61,1,Loblolly Pine,131,25.9,17.7,,,,,,,,80_230,526.852942,264.7727174
3816,2013,80,230,63,1,Loblolly Pine,131,24.7,16.5,,,,,,,,80_230,479.1635655,233.4944647
3817,2013,80,230,64,1,Loblolly Pine,131,16.6,14.2,,,,,,,,80_230,216.4243179,81.0039857
3819,2013,80,230,66,1,Loblolly Pine,131,8,10.1,,,,,,,,80_230,50.26548246,11.76884037
3820,2013,80,230,67,1,Loblolly Pine,131,21,19.1,,,,,,,,80_230,346.3605901,151.6665922
3821,2013,80,230,68,1,Loblolly Pine,131,18.4,16.9,,,,,,,,80_230,265.9044022,106.6176037
3823,2013,80,230,70,1,Loblolly Pine,131,21.7,17.9,,,,,,,,80_230,369.8361412,165.5061172
3824,2013,80,230,71,1,Loblolly Pine,131,11.2,12,,,,,,,,80_230,98.52034562,28.42171838
3826,2013,80,230,73,1,Loblolly Pine,131,21.6,18.2,,,,,,,,80_230,366.4353671,163.4832995
3827,2013,80,230,74,1,Loblolly Pine,131,8.7,9.7,,,,,,,,80_230,59.44678699,14.6304282
3833,2013,80,230,80,1,Loblolly Pine,131,8,9.5,,,,,,,,80_230,50.26548246,11.76884037
3834,2013,80,230,81,1,Loblolly Pine,131,28.7,18.2,,,,,,,,80_230,646.9246132,347.226604
3835,2013,80,230,82,1,Loblolly Pine,131,12,12.1,,,,,,,,80_230,113.0973355,34.12616544
3836,2013,80,230,83,1,Loblolly Pine,131,17.2,13.8,,,,,,,,80_230,232.3521927,89.05598155
3837,2013,80,230,84,1,Loblolly Pine,131,20.2,18,,,,,,,,80_230,320.4738666,136.7537215
3838,2013,80,230,85,1,Loblolly Pine,131,8.2,10,,,,,,,,80_230,52.81017251,12.54512109
3839,2013,80,230,86,1,Loblolly Pine,131,8.3,10,,,,,,,,80_230,54.10607948,12.94551912
3840,2013,80,230,87,1,Loblolly Pine,131,32.3,18.3,,,,,,,,80_230,819.3980499,473.429333
3841,2013,80,230,88,1,Loblolly Pine,131,12.1,10.1,,,,,,,,80_230,114.9901451,34.88637701
3848,2013,80,230,95,1,Loblolly Pine,131,15.3,14.5,,,,,,,,80_230,183.8538561,65.16261932
3849,2013,80,230,96,1,Loblolly Pine,131,12,14.5,,,,,,,,80_230,113.0973355,34.12616544
3850,2013,80,230,97,1,Loblolly Pine,131,8.7,10.5,,,,,,,,80_230,59.44678699,14.6304282
3851,2013,80,230,98,1,Loblolly Pine,131,14.3,9.9,,,,,,,,80_230,160.6060704,54.41457096
3853,2013,80,230,701,1,Loblolly Pine,131,21.9,18.2,,,,,,,,80_230,376.6848131,169.5978446
3855,2013,80,230,703,1,Loblolly Pine,131,12,13.5,,,,,,,,80_230,113.0973355,34.12616544
3856,2013,80,230,704,1,Loblolly Pine,131,19.1,16.5,,,,,,,,80_230,286.521104,117.7853153
3857,2013,80,230,705,1,Loblolly Pine,131,9.3,10,,,,,,,,80_230,67.92908715,17.41517874
3858,2013,80,230,706,1,Loblolly Pine,131,8.5,10.3,,,,,,,,80_230,56.74501731,13.77117392
3859,2013,80,230,707,1,Loblolly Pine,131,16.2,15.5,,,,,,,,80_230,206.119894,75.89884017
3860,2013,80,230,708,2,Loblolly Pine,131,48.8,7.8,,,,,,,,80_230,1870.378602,1354.192619
3861,2013,80,230,709,1,Loblolly Pine,131,22.2,16.5,,,,,,,,80_230,387.0756308,175.8512377
3862,2013,80,230,710,2,Loblolly Pine,131,14,12,,,,,,,,80_230,153.93804,51.42504341
3865,2013,80,230,713,1,Loblolly Pine,131,13.7,12.4,,,,,,,,80_230,147.4113813,48.54132881
3866,2013,80,230,714,1,Loblolly Pine,131,32.4,18.1,,,,,,,,80_230,824.479576,477.2670393
3867,2013,80,230,715,2,Loblolly Pine,131,10.2,11.1,,,,,,,,80_230,81.71282492,22.19973291
3868,2013,80,230,716,1,Loblolly Pine,131,7.7,11.1,,,,,,,,80_230,46.56625711,10.66466832
3869,2013,80,230,717,1,Loblolly Pine,131,12,11,,,,,,,,80_230,113.0973355,34.12616544
3870,2013,80,230,718,1,Loblolly Pine,131,22.3,17,,,,,,,,80_230,390.5706527,177.9667337
3871,2013,80,230,719,1,Loblolly Pine,131,9.9,12,,,,,,,,80_230,76.97687399,20.52154586
3872,2013,80,230,720,1,Loblolly Pine,131,8.1,9.9,,,,,,,,80_230,51.5299735,12.15291784
3895,2013,80,240,456,2,Loblolly Pine,131,9.5,10.3,,,,,,,,80_240,70.88218425,18.41419949
3897,2013,80,240,458,1,Loblolly Pine,131,27.6,21.9,,,,,,,,80_240,598.2849049,313.2282003
3909,2013,80,250,2956,1,Loblolly Pine,131,13.7,16.7,,,,,,,,80_250,147.4113813,48.54132881
3910,2013,80,250,2957,1,Loblolly Pine,131,11.2,11.2,,,,,,,,80_250,98.52034562,28.42171838
3913,2013,80,250,2960,1,Loblolly Pine,131,32.7,21.8,,,,,,,,80_250,839.8184021,488.8890855
3915,2013,80,250,2962,1,Loblolly Pine,131,7.9,10.1,,,,,,,,80_250,49.01669938,11.39281941
3924,2013,80,250,2971,1,Loblolly Pine,131,25.1,21.4,,,,,,,,80_250,494.8086969,243.6554138
3928,2013,80,250,2975,1,Loblolly Pine,131,7.8,8.9,,,,,,,,80_250,47.78362426,11.02478536
3931,2013,80,250,2978,1,Loblolly Pine,131,39,22.7,,,,,,,,80_250,1194.590607,771.105747
3935,2013,80,250,2982,1,Loblolly Pine,131,12,14.4,,,,,,,,80_250,113.0973355,34.12616544
3936,2013,80,250,2983,1,Loblolly Pine,131,15.4,13.4,,,,,,,,80_250,186.2650284,66.30503962
3941,2013,80,250,2988,1,Loblolly Pine,131,13.8,13.5,,,,,,,,80_250,149.5712262,49.4909015
3942,2013,80,250,2989,1,Loblolly Pine,131,13.6,13.4,,,,,,,,80_250,145.2672443,47.60334794
3943,2013,80,250,2990,1,Loblolly Pine,131,29,20.1,,,,,,,,80_250,660.5198554,356.8648703
3944,2013,80,250,2991,1,Loblolly Pine,131,16.3,14.4,,,,,,,,80_250,208.672438,77.15563484
3946,2013,80,250,2993,2,Loblolly Pine,131,8.4,11.6,,,,,,,,80_250,55.41769441,13.3541806
3947,2013,80,250,2994,1,Loblolly Pine,131,15.1,14.8,,,,,,,,80_250,179.0786352,62.91508079
3948,2013,80,250,2995,1,Loblolly Pine,131,10.5,12.4,,,,,,,,80_250,86.59014751,23.96355898
3949,2013,80,250,2996,1,Loblolly Pine,131,15.9,15.5,,,,,,,,80_250,198.5565097,72.20572238
3950,2013,80,250,2997,1,Loblolly Pine,131,16.4,16.4,,,,,,,,80_250,211.24069,78.42539079
3954,2013,80,260,294,1,Loblolly Pine,131,27.8,22.4,,,,,,,,80_260,606.9871166,319.2537223
3955,2013,80,260,295,1,Loblolly Pine,131,21.1,16.5,,,,,,,,80_260,349.6671163,153.5981207
3956,2013,80,260,296,1,Loblolly Pine,131,33.2,20.7,,,,,,,,80_260,865.6972716,508.6230043
3957,2013,80,260,297,1,Loblolly Pine,131,11.7,11,,,,,,,,80_260,107.5131546,31.90900225
3958,2013,80,260,298,1,Loblolly Pine,131,9,8.4,,,,,,,,80_260,63.61725124,15.98349157
3960,2013,80,260,300,1,Loblolly Pine,131,11,12,,,,,,,,80_260,95.03317777,27.09819226
3968,2013,80,260,409,1,Loblolly Pine,131,24.8,22,,,,,,,,80_260,483.0512864,236.0100149
3969,2013,80,260,410,1,Loblolly Pine,131,22.3,17.2,,,,,,,,80_260,390.5706527,177.9667337
3970,2013,80,260,411,1,Loblolly Pine,131,19.3,16.2,,,,,,,,80_260,292.5529619,121.1039219
3971,2013,80,260,412,1,Loblolly Pine,131,10.5,10.3,,,,,,,,80_260,86.59014751,23.96355898
3972,2013,80,260,413,1,Loblolly Pine,131,12.1,11.7,,,,,,,,80_260,114.9901451,34.88637701
3977,2013,80,260,418,1,Loblolly Pine,131,13.9,15.7,,,,,,,,80_260,151.7467792,50.45212133
3978,2013,80,260,419,1,Loblolly Pine,131,23.5,18.5,,,,,,,,80_260,433.7361357,204.578215
3987,2013,80,260,428,1,Loblolly Pine,131,21.3,16.8,,,,,,,,80_260,356.3272928,157.5065666
3991,2013,80,260,991,1,Loblolly Pine,131,34,22.3,,,,,,,,80_260,907.9202769,541.1464372
3992,2013,80,260,992,1,Loblolly Pine,131,28.5,22.1,,,,,,,,80_260,637.9396582,340.8885736
3997,2013,80,260,997,1,Loblolly Pine,131,11.1,9.8,,,,,,,,80_260,96.76890771,27.7549171
3999,2013,80,260,999,1,Loblolly Pine,131,18.8,15.8,,,,,,,,80_260,277.5911269,112.9143768
4000,2013,80,260,1000,1,Loblolly Pine,131,20.1,16,,,,,,,,80_260,317.308712,134.9564194
4016,2013,80,270,950,1,Loblolly Pine,131,26.8,20,,,,,,,,80_270,564.1043769,289.8132237
4026,2013,80,270,960,1,Loblolly Pine,131,15.5,16.8,,,,,,,,80_270,188.6919088,67.45996325
4027,2013,80,270,961,1,Loblolly Pine,131,24,20.5,,,,,,,,80_270,452.3893421,216.3431675
4028,2013,80,270,962,1,Loblolly Pine,131,23.5,2,,,,,,,,80_270,433.7361357,204.578215
4029,2013,80,270,963,1,Loblolly Pine,131,16.5,12,,,,,,,,80_270,213.82465,79.70815787
4036,2013,80,270,970,1,Loblolly Pine,131,7.8,8.5,,,,,,,,80_270,47.78362426,11.02478536
4047,2013,80,270,981,1,Loblolly Pine,131,34.2,20.3,,,,,,,,80_270,918.6331078,549.460342
4048,2013,80,270,982,1,Loblolly Pine,131,20.5,19.1,,,,,,,,80_270,330.0635782,142.2342916
4049,2013,80,270,983,2,Loblolly Pine,131,9.3,6.8,,,,,,,,80_270,67.92908715,17.41517874
4055,2013,80,280,18,1,Loblolly Pine,131,14.5,13.7,,,,,,,,80_280,165.1299639,56.46710117
4078,2013,80,280,41,1,Loblolly Pine,131,23.2,22.1,,,,,,,,80_280,422.7327075,197.7116116
4086,2013,80,280,49,2,Loblolly Pine,131,11.4,9.2,,,,,,,,80_280,102.0703453,29.78579448
4087,2013,80,280,50,1,Loblolly Pine,131,28.6,19.1,,,,,,,,80_280,642.4242817,344.0488556
4089,2013,80,280,52,1,Loblolly Pine,131,24.5,19,,,,,,,,80_280,471.4352476,228.5125491
4090,2013,80,280,53,1,Loblolly Pine,131,26.6,21,,,,,,,,80_280,555.7163245,284.1302207
4095,2013,80,290,2040,1,Loblolly Pine,131,17.7,17.4,,,,,,,,80_290,246.0573906,96.13408687
4096,2013,80,290,2041,1,Loblolly Pine,131,34.1,25,,,,,,,,80_290,913.2688384,545.2942232
4097,2013,80,290,2042,2,Loblolly Pine,131,33.8,24.8,,,,,,,,80_290,897.2702778,532.9058279
4098,2013,80,290,2043,1,Loblolly Pine,131,12.7,15.3,,,,,,,,80_290,126.6768698,39.67391828
4100,2013,80,290,2045,1,Loblolly Pine,131,9.1,12.9,,,,,,,,80_290,65.03882191,16.45189601
4101,2013,80,290,2046,1,Loblolly Pine,131,31.3,25.1,,,,,,,,80_290,769.4467267,436.0472484
4102,2013,80,290,2047,1,Loblolly Pine,131,9.5,12.5,,,,,,,,80_290,70.88218425,18.41419949
4107,2013,80,290,2052,1,Loblolly Pine,131,23.2,24.5,,,,,,,,80_290,422.7327075,197.7116116
4108,2013,80,290,2053,1,Loblolly Pine,131,18.1,21.5,,,,,,,,80_290,257.3042923,102.0418031
4109,2013,80,290,2054,1,Loblolly Pine,131,28.8,24.6,,,,,,,,80_290,651.4406526,350.4218411
4111,2013,80,290,2782,1,Loblolly Pine,131,22.8,23,,,,,,,,80_290,408.2813813,188.7786228
4112,2013,80,290,2783,1,Loblolly Pine,131,24.8,23.5,,,,,,,,80_290,483.0512864,236.0100149
4113,2013,80,290,2784,1,Loblolly Pine,131,26.1,24.1,,,,,,,,80_290,535.0210829,270.2191541
4118,2013,80,290,2789,1,Loblolly Pine,131,26.7,24.9,,,,,,,,80_290,559.9024967,286.963225
4119,2013,80,290,2790,1,Loblolly Pine,131,22,23,,,,,,,,80_290,380.1327111,171.6668307
4123,2013,80,290,2794,1,Loblolly Pine,131,37.4,27.9,,,,,,,,80_290,1098.583535,692.496284
4125,2013,80,290,2796,1,Loblolly Pine,131,22,24.2,,,,,,,,80_290,380.1327111,171.6668307
4129,2013,80,290,2800,2,Loblolly Pine,131,11.2,8.1,,,,,,,,80_290,98.52034562,28.42171838
4130,2013,80,290,2901,1,Loblolly Pine,131,25.3,24.8,,,,,,,,80_290,502.7255104,248.8349482
4131,2013,80,290,2902,2,Loblolly Pine,131,11.8,17,,,,,,,,80_290,109.3588403,32.63753744
4133,2013,80,290,2904,1,Loblolly Pine,131,28.2,24.9,,,,,,,,80_290,624.5800355,331.5122978
4135,2013,80,290,2906,1,Loblolly Pine,131,36.5,26.7,,,,,,,,80_290,1046.346703,650.3577925
4136,2013,80,290,2907,2,Loblolly Pine,131,11.6,11.5,,,,,,,,80_290,105.6831769,31.1909067
4137,2013,80,290,2908,1,Loblolly Pine,131,33.3,25.5,,,,,,,,80_290,870.9201694,512.6244714
4138,2013,80,290,2909,1,Loblolly Pine,131,32.2,24.4,,,,,,,,80_290,814.3322317,469.6097592
4139,2013,80,290,2910,1,Loblolly Pine,131,16.5,17.4,,,,,,,,80_290,213.82465,79.70815787
4141,2013,80,290,2912,2,Loblolly Pine,131,16.2,15.3,,,,,,,,80_290,206.119894,75.89884017
4143,2013,80,290,2914,1,Loblolly Pine,131,18.6,24.5,,,,,,,,80_290,271.7163486,109.737881
4144,2013,80,290,2915,1,Loblolly Pine,131,20.2,24.6,,,,,,,,80_290,320.4738666,136.7537215
4145,2013,80,290,2916,1,Loblolly Pine,131,16.1,23.2,,,,,,,,80_290,203.5830579,74.65495675
4146,2013,80,290,2917,1,Loblolly Pine,131,28.4,25,,,,,,,,80_290,633.4707427,337.7457353
4182,2013,80,310,401,1,Loblolly Pine,131,14,10.6,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,153.93804,51.42504341
4183,2013,80,310,402,1,Loblolly Pine,131,18,20.7,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,254.4690049,100.5442504
4184,2013,80,310,403,1,Loblolly Pine,131,38.4,24.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,1158.116716,741.0728342
4185,2013,80,310,404,1,Loblolly Pine,131,14.3,16.3,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,160.6060704,54.41457096
4186,2013,80,310,405,1,Loblolly Pine,131,30.6,23.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,735.4154243,410.9508092
4187,2013,80,310,406,1,Loblolly Pine,131,40.1,24.3,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,1262.928101,827.8913806
4188,2013,80,310,407,1,Loblolly Pine,131,29.9,18,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,702.1538121,386.7298825
4189,2013,80,310,408,2,Loblolly Pine,131,8.8,5.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,60.82123377,15.07282449
4193,2013,80,310,412,1,Loblolly Pine,131,27.8,20.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,606.9871166,319.2537223
4194,2013,80,310,413,1,Loblolly Pine,131,12.1,13.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,114.9901451,34.88637701
4195,2013,80,310,414,1,Loblolly Pine,131,10.6,15.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,88.24733764,24.57082668
4196,2013,80,310,415,1,Loblolly Pine,131,11.7,15.3,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,107.5131546,31.90900225
4197,2013,80,310,416,1,Loblolly Pine,131,9.3,11,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,67.92908715,17.41517874
4198,2013,80,310,417,1,Loblolly Pine,131,21.6,17.4,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,366.4353671,163.4832995
4199,2013,80,310,418,1,Loblolly Pine,131,26.3,21.8,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,543.2520556,275.7329008
4200,2013,80,310,419,1,Loblolly Pine,131,23.8,21.6,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,444.8809357,211.5888893
4203,2013,80,310,422,1,Loblolly Pine,131,12,13.3,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,113.0973355,34.12616544
4209,2013,80,310,428,1,Loblolly Pine,131,29.2,22.9,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,669.66189,363.3781177
4210,2013,80,310,429,1,Loblolly Pine,131,38.1,23.3,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,1140.091828,726.305789
4211,2013,80,310,430,1,Loblolly Pine,131,9.5,14.6,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,70.88218425,18.41419949
4213,2013,80,310,432,1,Loblolly Pine,131,19.2,19.5,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,289.529179,119.4374578
4215,2013,80,310,434,2,Loblolly Pine,131,9.1,10.9,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,65.03882191,16.45189601
4217,2013,80,310,436,2,Loblolly Pine,131,10.7,11,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,89.92023573,25.18786167
4218,2013,80,310,437,1,Loblolly Pine,131,13.1,15.6,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,134.7821788,43.08536982
4219,2013,80,310,896,1,Loblolly Pine,131,17.6,18.1,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,243.2849351,94.69137489
4220,2013,80,310,897,1,Loblolly Pine,131,32.3,23.3,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,819.3980499,473.429333
4221,2013,80,310,898,1,Loblolly Pine,131,27.3,21.9,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,585.3493972,304.3190694
4222,2013,80,310,899,1,Loblolly Pine,131,17.2,20.6,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,232.3521927,89.05598155
4223,2013,80,310,900,1,Loblolly Pine,131,33.8,24.6,plot 310 replaced with 313; 310 located on private property ,,,,,,,80_310,897.2702778,532.9058279
4225,2013,80,320,2,1,Loblolly Pine,131,12,13.4,,,,,,,,80_320,113.0973355,34.12616544
4226,2013,80,320,3,1,Loblolly Pine,131,12.3,13.4,,,,,,,,80_320,118.8228881,36.43889054
4227,2013,80,320,4,1,Loblolly Pine,131,20,21.8,,,,,,,,80_320,314.1592654,133.173825
4228,2013,80,320,5,2,Loblolly Pine,131,14.9,11.5,,,,,,,,80_320,174.3662463,60.7169297
4229,2013,80,320,6,1,Loblolly Pine,131,37.2,27.9,,,,,,,,80_320,1086.865394,683.0027988
4231,2013,80,320,8,1,Loblolly Pine,131,38.1,24.1,,,,,,,,80_320,1140.091828,726.305789
4236,2013,80,320,13,1,Loblolly Pine,131,34.8,25.5,,,,,,,,80_320,951.1485918,574.8425169
4237,2013,80,320,14,1,Loblolly Pine,131,17.4,18.5,,,,,,,,80_320,237.787148,91.84668227
4238,2013,80,320,15,1,Loblolly Pine,131,30.6,26.5,,,,,,,,80_320,735.4154243,410.9508092
4247,2013,80,320,730,1,Loblolly Pine,131,13.6,12.3,,,,,,,,80_320,145.2672443,47.60334794
4250,2013,80,320,733,1,Loblolly Pine,131,19.3,20.5,,,,,,,,80_320,292.5529619,121.1039219
4251,2013,80,320,734,1,Loblolly Pine,131,24,21.3,,,,,,,,80_320,452.3893421,216.3431675
4254,2013,80,320,737,1,Loblolly Pine,131,17.9,18.4,,,,,,,,80_320,251.6494255,99.06047782
4255,2013,80,320,738,1,Loblolly Pine,131,28.5,21,,,,,,,,80_320,637.9396582,340.8885736
4268,2018,80,10,293,1,Loblolly,131,12.8,15.3,,,,,,,,80_10,128.6796351,40.51009758
4269,2018,80,10,437,1,Loblolly,131,23.3,19,,,,,,,,80_10,426.3848089,199.9845292
4273,2018,80,10,441,1,Loblolly,131,23.8,19.9,,,,,,,,80_10,444.8809357,211.5888893
4284,2018,80,10,452,2,Loblolly,131,11.4,8.3,DC 2,,,,,,,80_10,102.0703453,29.78579448
4291,2018,80,10,459,1,Loblolly,131,33.5,21.1,,,,,,,,80_10,881.4130889,520.6821782
4298,2018,80,10,466,1,Loblolly,131,8.5,16.6,DBH Measured Twice,,,,,,,80_10,56.74501731,13.77117392
4299,2018,80,10,467,1,Loblolly,131,19.7,19.9,,,,,,,,80_10,304.8051732,127.9138666
4300,2018,80,10,468,1,Loblolly,131,17.8,19.7,,,,,,,,80_10,248.8455541,97.59043888
4306,2018,80,10,474,1,Loblolly,131,19.9,19.5,,,,,,,,80_10,311.0255267,131.4058962
4307,2018,80,10,475,1,Loblolly,131,13.8,17.9,"QA dbh = 13.9, ht = 18.2",,,,,,,80_10,149.5712262,49.4909015
